リストxdataとリストydataについて折れ線グラフを描画して、その色をバイオレットに設定する	plt.plot(xdata, ydata, color='violet')
グレー色の折れ線を描画してその線幅をnに設定する	plt.plot(xdata, ydata, linewidth=n, color='grey')
データ列dsの要約統計量	ds.describe()
スラグレー色の柱状グラフでデータ列xdataを描画する	plt.hist(xdata, color='slategray')
タプルatupleのn番目のの要素	atuple[n]
破線グラフの色をフローラルホワイトに設定する	plt.plot(xdata, ydata, linestyle='dash', color='floralwhite')
折れ線グラフのダイアモンド印を青くする	plt.plot(xdata, ydata, marker='D', markerfacecolor='b')
リストxdataをダーク・スラテグレー色のヒストグラムで描画する	plt.hist(xdata, color='darkslategrey')
ビスク色でリストxdataについてのヒストグラムを描画する	plt.hist(xdata, color='bisque')
ピーチパフ色の折れ線グラフを描画する	plt.plot(xdata, ydata, color='peachpuff')
リストxdataとリストydataについて破線グラフを描画してその色をパパイヤウィップ変える	plt.plot(xdata, ydata, linestyle='dash', color='papayawhip')
にy=0の一点鎖線を付ける	plt.axhline(y=0, linestyle='dashbot')
青色のマーカーで散布図を描画する	plt.plot(xdata, ydata, c='blue')
配列xdataをダークスラテグレー色のヒストグラムで描く	plt.hist(xdata, color='darkslategray')
リストxdataをパレットトルコイズ色のヒストグラムとして描画する	plt.hist(xdata, color='paleturquoise')
リストxdataをゴールデンロッド色のヒストグラムで描画する	plt.hist(xdata, color='goldenrod')
リストxdataとデータ列ydataについてライトグレー色の折れ線グラフを描画して、その線幅をn変える	plt.plot(xdata, ydata, linewidth=n, color='lightgrey')
イテラブルxdataとリストydataについての散布図をパパイヤウィップ色を使って重なりを見やすく描く	plt.plot(xdata, ydata, c='papayawhip', alpha=0.5)
zが0に近づくときのeの極限値を求める	sympy.limit(e, z, 0)
リストxdataをダークブルー色のヒストグラムで描画する	plt.hist(xdata, color='darkblue')
リストxdataとリストydataについて折れ線グラフを描画して、その色をライトスレイグレーに設定する	plt.plot(xdata, ydata, color='lightslategrey')
リストxdataとリストydataについての散布図をミディアムターコイズ色で描画する	plt.plot(xdata, ydata, c='mediumturquoise')
配列xdataとリストydataの折れ線グラフに、黄色い星マーカーを描画する	plt.plot(xdata, ydata, marker='*', markerfacecolor='y')
シエナ色の折れ線グラフを描画して、その線幅をnに設定する	plt.plot(xdata, ydata, linewidth=n, color='sienna')
ミディアムターコイズ色で散布図を重なりを見やすく描く	plt.plot(xdata, ydata, c='mediumturquoise', alpha=0.5)
破線グラフの色をディムグレーに設定する	plt.plot(xdata, ydata, linestyle='dash', color='dimgrey')
イエローグリーン色の折れ線グラフを描く	plt.plot(xdata, ydata, color='yellowgreen')
本日が月曜日か調べる	datetime.datetime.today().weekday() == 0
実線グラフの色をカラーコードrgbに設定する	plt.plot(xdata, ydata, linestyle='solid', color=rgb)
sを走査し、パターンpatternにマッチするか見る	re.search(pattern, s)
リストxdataとリストydataについての散布図をフクシア色で描画する	plt.plot(xdata, ydata, c='fuchsia')
dsの平均値を求める	ds.mean()
タプルatupleの先頭	atuple[0]
リストxdataと配列ydataの折れ線を描画して、一点鎖線に設定する	plt.plot(xdata, ydata, linestyle='dashbot')
散布図に右三角マーカーを使う	plt.plot(xdata, ydata, marker='>')
タブ	'\t'
ファイル名filenameがCSVファイルか調べる	filename.endswith('.csv')
プラットフォームのユニコードの最大コードポイントを知る	sys.maxunicode
sのnからn2までの間でs2を探す	s.find(s2, start=n, end=n2)
配列xdataとリストydataの折れ線グラフに、大きさnの左三角印を描画する	plt.plot(xdata, ydata, marker='<', markersize=n)
ダークバイオレット色のマーカーで散布図を描画する	plt.plot(xdata, ydata, c='darkviolet')
リストxdataとリストydataについての散布図をロージーブラウン色で重なりを見やすく描画する	plt.plot(xdata, ydata, c='rosybrown', alpha=0.5)
xを印字できる文字列にする	ascii(x)
ピンク色の折れ線を描く	plt.plot(xdata, ydata, color='pink')
sを黒色で表示する	print(f'\033[30m{s}\033[0m')
ミディアムバイオレットレッド色のマーカーで散布図を重なりを見やすく描画する	plt.plot(xdata, ydata, c='mediumvioletred', alpha=0.5)
リストxdataとリストydataについて散布図を描画して、マーカーの色をブルーバイオレットに設定する	plt.plot(xdata, ydata, c='blueviolet')
データフレームdfの未入力値を平均値で埋める	df.fillna(df.mean())
リストxdataとリストydataについての散布図にポイントマーカーを描画する	plt.plot(xdata, ydata, marker='.')
リストiterableの集合	set(iterable)
リストxdataとリストydataの折れ線を描画して、色をダークターコイズに設定する	plt.plot(xdata, ydata, color='darkturquoise')
配列xdataとリストydataについて散布図を描画してマーカーの色をスレートブルーに変更する	plt.plot(xdata, ydata, c='slateblue')
折れ線グラフの三角マーカーの大きさをnに設定する	plt.plot(xdata, ydata, marker='^', markersize=n)
リストxdataとリストydataについて破線グラフを描画して、その色をダークブルーに設定する	plt.plot(xdata, ydata, linestyle='dash', color='darkblue')
カウンタaCounter∪カウンタaCounter2	aCounter | aCounter2
折れ線グラフの三角マーカーを緑色に設定する	plt.plot(xdata, ydata, marker='^', markerfacecolor='g')
モカシン色のマーカーを使って散布図を描く	plt.plot(xdata, ydata, c='moccasin')
数列xdataとリストydataの折れ線グラフに、大きさnの▲印をプロットする	plt.plot(xdata, ydata, marker='^', markersize=n)
